,id,lon,lat,z,type_of_entity,EntityHandle,families,non_family_hhs,parks,groceries,services,eating,bars
0,7P912,-71.08670633969575,42.36423619031807,90.90633636517124,FAMILY_OCCUPANCY,95AF3,True,False,False,False,False,False,False
1,7P913,-71.08667350944278,42.36422353240764,90.90633636517124,FAMILY_OCCUPANCY,95AF4,True,False,False,False,False,False,False
2,7P914,-71.08664067920273,42.36421087448748,90.90633636517124,FAMILY_OCCUPANCY,95AF5,True,False,False,False,False,False,False
3,7P915,-71.08660784897559,42.36419821655761,90.90633636517124,FAMILY_OCCUPANCY,95AF6,True,False,False,False,False,False,False
4,7P916,-71.08657501876137,42.36418555861801,90.90633636517124,FAMILY_OCCUPANCY,95AF7,True,False,False,False,False,False,False
5,7P917,-71.08654218856006,42.3641729006687,90.90633636517124,DUAL__OCCUPANCY,95AF8,False,True,False,False,False,False,False
6,7P918,-71.08650935837166,42.36416024270965,90.90633636517124,DUAL__OCCUPANCY,95AF9,False,True,False,False,False,False,False
7,7P919,-71.08661584808873,42.36406597650458,90.90633636517124,TRIPLE_OCCUPANCY,95AFA,False,True,False,False,False,False,False
8,7P920,-71.08663291657005,42.36404162977088,90.90633636517124,TRIPLE_OCCUPANCY,95AFB,False,True,False,False,False,False,False
9,7P921,-71.08664998503846,42.36401728303482,90.90633636517124,TRIPLE_OCCUPANCY,95AFC,False,True,False,False,False,False,False
10,7P922,-71.08666705349394,42.36399293629643,90.90633636517124,QUAD_OCCUPANCY,95AFD,False,True,False,False,False,False,False
11,7P923,-71.08668412193654,42.36396858955568,90.90633636517124,QUAD_OCCUPANCY,95AFE,False,True,False,False,False,False,False
12,7P924,-71.08670119036618,42.363944242812565,90.90633636517124,QUAD_OCCUPANCY,95AFF,False,True,False,False,False,False,False
13,7P925,-71.08671825878294,42.36391989606712,90.90633636517124,QUAD_OCCUPANCY,95B00,False,True,False,False,False,False,False
14,7P926,-71.08699607439496,42.364058004833815,90.90633636517124,TRIPLE_OCCUPANCY,95B01,False,True,False,False,False,False,False
15,7P927,-71.08696324418136,42.36404534700528,90.90633636517124,TRIPLE_OCCUPANCY,95B02,False,True,False,False,False,False,False
16,7P928,-71.08693041398068,42.36403268916703,90.90633636517124,TRIPLE_OCCUPANCY,95B03,False,True,False,False,False,False,False
17,7P929,-71.08689758379292,42.36402003131904,90.90633636517124,QUAD_OCCUPANCY,95B04,False,True,False,False,False,False,False
18,7P930,-71.08686475361807,42.36400737346134,90.90633636517124,QUAD_OCCUPANCY,95B05,False,True,False,False,False,False,False
19,7P931,-71.08683192345615,42.3639947155939,90.90633636517124,QUAD_OCCUPANCY,95B06,False,True,False,False,False,False,False
20,7P932,-71.08679909330712,42.363982057716754,90.90633636517124,QUAD_OCCUPANCY,95B07,False,True,False,False,False,False,False
21,7P933,-71.08678714447635,42.364298394971264,90.90633636517124,SINGLE_OCCUPANCY,95B08,False,True,False,False,False,False,False
22,7P934,-71.08680421294984,42.36427404821304,90.90633636517124,DUAL__OCCUPANCY,95B09,False,True,False,False,False,False,False
23,7P935,-71.08682128141042,42.36424970145246,90.90633636517124,DUAL__OCCUPANCY,95B0A,False,True,False,False,False,False,False
24,7P936,-71.08683834985808,42.36422535468953,90.90633636517124,SINGLE_OCCUPANCY,95B0B,False,True,False,False,False,False,False
25,7P937,-71.08685541829284,42.36420100792425,90.90633636517124,DUAL__OCCUPANCY,95B0C,False,True,False,False,False,False,False
26,7P938,-71.08687248671467,42.36417666115664,90.90633636517124,DUAL__OCCUPANCY,95B0D,False,True,False,False,False,False,False
27,7P939,-71.08688955512358,42.36415231438668,90.90633636517124,DUAL__OCCUPANCY,95B0E,False,True,False,False,False,False,False
28,7P946,-71.08659877959447,42.36409032323592,90.90633636517124,SINGLE_OCCUPANCY,95B22,False,True,False,False,False,False,False
29,7P947,-71.08690662351958,42.36412796761434,90.90633636517124,DUAL__OCCUPANCY,95B23,False,True,False,False,False,False,False
30,7P948,-71.08622387033101,42.36490677404887,90.90633636517124,FAMILY_OCCUPANCY,96C64,True,False,False,False,False,False,False
31,7P949,-71.08619103981468,42.36489411600712,90.90633636517124,FAMILY_OCCUPANCY,96C65,True,False,False,False,False,False,False
32,7P950,-71.08615820931125,42.36488145795565,90.90633636517124,FAMILY_OCCUPANCY,96C66,True,False,False,False,False,False,False
33,7P951,-71.08612537882074,42.364868799894445,90.90633636517124,FAMILY_OCCUPANCY,96C67,True,False,False,False,False,False,False
34,7P952,-71.08609254834316,42.36485614182351,90.90633636517124,FAMILY_OCCUPANCY,96C68,True,False,False,False,False,False,False
35,7P953,-71.08605971787848,42.36484348374288,90.90633636517124,DUAL__OCCUPANCY,96C69,False,True,False,False,False,False,False
36,7P954,-71.08602688742673,42.36483082565251,90.90633636517124,DUAL__OCCUPANCY,96C6A,False,True,False,False,False,False,False
37,7P955,-71.08613337897677,42.36473655986551,90.90633636517124,TRIPLE_OCCUPANCY,96C6B,False,True,False,False,False,False,False
38,7P956,-71.08615044781871,42.36471221319828,90.90633636517124,TRIPLE_OCCUPANCY,96C6C,False,True,False,False,False,False,False
39,7P957,-71.08616751664772,42.36468786652871,90.90633636517124,TRIPLE_OCCUPANCY,96C6D,False,True,False,False,False,False,False
40,7P958,-71.08618458546383,42.36466351985676,90.90633636517124,QUAD_OCCUPANCY,96C6E,False,True,False,False,False,False,False
41,7P959,-71.086201654267,42.364639173182496,90.90633636517124,QUAD_OCCUPANCY,96C6F,False,True,False,False,False,False,False
42,7P960,-71.08621872305727,42.36461482650585,90.90633636517124,QUAD_OCCUPANCY,96C70,False,True,False,False,False,False,False
43,7P961,-71.08623579183461,42.36459047982687,90.90633636517124,QUAD_OCCUPANCY,96C71,False,True,False,False,False,False,False
44,7P962,-71.08651360945112,42.36472858970665,90.90633636517124,TRIPLE_OCCUPANCY,96C72,False,True,False,False,False,False,False
45,7P963,-71.08648077897415,42.3647159317468,90.90633636517124,TRIPLE_OCCUPANCY,96C73,False,True,False,False,False,False,False
46,7P964,-71.08644794851011,42.3647032737772,90.90633636517124,TRIPLE_OCCUPANCY,96C74,False,True,False,False,False,False,False
47,7P965,-71.08641511805898,42.36469061579791,90.90633636517124,QUAD_OCCUPANCY,96C75,False,True,False,False,False,False,False
48,7P966,-71.08638228762076,42.36467795780889,90.90633636517124,QUAD_OCCUPANCY,96C76,False,True,False,False,False,False,False
49,7P967,-71.08634945719547,42.36466529981013,90.90633636517124,QUAD_OCCUPANCY,96C77,False,True,False,False,False,False,False
50,7P968,-71.08631662678309,42.364652641801655,90.90633636517124,QUAD_OCCUPANCY,96C78,False,True,False,False,False,False,False
51,7P969,-71.08630467553525,42.3649689790271,90.90633636517124,SINGLE_OCCUPANCY,96C79,False,True,False,False,False,False,False
52,7P970,-71.08632174436936,42.364944632335344,90.90633636517124,DUAL__OCCUPANCY,96C7A,False,True,False,False,False,False,False
53,7P971,-71.08633881319054,42.36492028564125,90.90633636517124,DUAL__OCCUPANCY,96C7B,False,True,False,False,False,False,False
54,7P972,-71.08635588199881,42.36489593894479,90.90633636517124,SINGLE_OCCUPANCY,96C7C,False,True,False,False,False,False,False
55,7P973,-71.08637295079416,42.364871592246,90.90633636517124,DUAL__OCCUPANCY,96C7D,False,True,False,False,False,False,False
56,7P974,-71.0863900195766,42.36484724554484,90.90633636517124,DUAL__OCCUPANCY,96C7E,False,True,False,False,False,False,False
57,7P975,-71.0864070883461,42.364822898841325,90.90633636517124,DUAL__OCCUPANCY,96C7F,False,True,False,False,False,False,False
58,7P982,-71.08611631012194,42.36476090653039,90.90633636517124,SINGLE_OCCUPANCY,96C93,False,True,False,False,False,False,False
59,7P983,-71.08642415710273,42.36479855213546,90.90633636517124,DUAL__OCCUPANCY,96C94,False,True,False,False,False,False,False
60,7P984,-71.0862108911695,42.36383282810266,90.90633636517124,FAMILY_OCCUPANCY,97DD5,True,False,False,False,False,False,False
61,7P985,-71.08619382257594,42.36385717477663,90.90633636517124,FAMILY_OCCUPANCY,97DD6,True,False,False,False,False,False,False
62,7P986,-71.08617675396945,42.36388152144829,90.90633636517124,FAMILY_OCCUPANCY,97DD7,True,False,False,False,False,False,False
63,7P987,-71.08615968535007,42.36390586811759,90.90633636517124,FAMILY_OCCUPANCY,97DD8,True,False,False,False,False,False,False
64,7P988,-71.08614261671777,42.36393021478453,90.90633636517124,FAMILY_OCCUPANCY,97DD9,True,False,False,False,False,False,False
65,7P989,-71.08612554807254,42.36395456144913,90.90633636517124,DUAL__OCCUPANCY,97DDA,False,True,False,False,False,False,False
66,7P990,-71.0861084794144,42.36397890811136,90.90633636517124,DUAL__OCCUPANCY,97DDB,False,True,False,False,False,False,False
67,7P991,-71.08598136781048,42.36389993514992,90.90633636517124,TRIPLE_OCCUPANCY,97DDC,False,True,False,False,False,False,False
68,7P992,-71.08594853787275,42.36388727702401,90.90633636517124,TRIPLE_OCCUPANCY,97DDD,False,True,False,False,False,False,False
69,7P993,-71.08591570794793,42.3638746188884,90.90633636517124,TRIPLE_OCCUPANCY,97DDE,False,True,False,False,False,False,False
70,7P994,-71.08588287803603,42.36386196074303,90.90633636517124,QUAD_OCCUPANCY,97DDF,False,True,False,False,False,False,False
71,7P995,-71.08585004813706,42.363849302587965,90.90633636517124,QUAD_OCCUPANCY,97DE0,False,True,False,False,False,False,False
72,7P996,-71.08581721825098,42.36383664442318,90.90633636517124,QUAD_OCCUPANCY,97DE1,False,True,False,False,False,False,False
73,7P997,-71.08578438837783,42.36382398624868,90.90633636517124,QUAD_OCCUPANCY,97DE2,False,True,False,False,False,False,False
74,7P998,-71.08597062229376,42.3636179603839,90.90633636517124,TRIPLE_OCCUPANCY,97DE3,False,True,False,False,False,False,False
75,7P999,-71.08595355366081,42.36364230702373,90.90633636517124,TRIPLE_OCCUPANCY,97DE4,False,True,False,False,False,False,False
76,7P1000,-71.08593648501497,42.363666653661184,90.90633636517124,TRIPLE_OCCUPANCY,97DE5,False,True,False,False,False,False,False
77,7P1001,-71.0859194163562,42.3636910002963,90.90633636517124,QUAD_OCCUPANCY,97DE6,False,True,False,False,False,False,False
78,7P1002,-71.08590234768454,42.36371534692906,90.90633636517124,QUAD_OCCUPANCY,97DE7,False,True,False,False,False,False,False
79,7P1003,-71.08588527899994,42.36373969355948,90.90633636517124,QUAD_OCCUPANCY,97DE8,False,True,False,False,False,False,False
80,7P1004,-71.08586821030242,42.363764040187554,90.90633636517124,QUAD_OCCUPANCY,97DE9,False,True,False,False,False,False,False
81,7P1005,-71.08629477067932,42.36377290409786,90.90633636517124,SINGLE_OCCUPANCY,97DEA,False,True,False,False,False,False,False
82,7P1006,-71.08626194074942,42.3637602460614,90.90633636517124,DUAL__OCCUPANCY,97DEB,False,True,False,False,False,False,False
83,7P1007,-71.08622911083242,42.36374758801527,90.90633636517124,DUAL__OCCUPANCY,97DEC,False,True,False,False,False,False,False
84,7P1008,-71.08619628092835,42.363734929959385,90.90633636517124,SINGLE_OCCUPANCY,97DED,False,True,False,False,False,False,False
85,7P1009,-71.0861634510372,42.36372227189378,90.90633636517124,DUAL__OCCUPANCY,97DEE,False,True,False,False,False,False,False
86,7P1010,-71.08613062115896,42.36370961381846,90.90633636517124,DUAL__OCCUPANCY,97DEF,False,True,False,False,False,False,False
87,7P1011,-71.08609779129362,42.36369695573341,90.90633636517124,DUAL__OCCUPANCY,97DF0,False,True,False,False,False,False,False
88,7P1018,-71.08601419776113,42.363912593266086,90.90633636517124,SINGLE_OCCUPANCY,97E04,False,True,False,False,False,False,False
89,7P1019,-71.08606496144121,42.36368429763865,90.90633636517124,DUAL__OCCUPANCY,97E05,False,True,False,False,False,False,False
90,7P1020,-71.08543635094713,42.36352421344859,90.90633636517124,FAMILY_OCCUPANCY,98F46,True,False,False,False,False,False,False
91,7P1021,-71.08541928212854,42.36354856001316,90.90633636517124,FAMILY_OCCUPANCY,98F47,True,False,False,False,False,False,False
92,7P1022,-71.08540221329704,42.36357290657537,90.90633636517124,FAMILY_OCCUPANCY,98F48,True,False,False,False,False,False,False
93,7P1023,-71.08538514445263,42.36359725313523,90.90633636517124,FAMILY_OCCUPANCY,98F49,True,False,False,False,False,False,False
94,7P1024,-71.0853680755953,42.36362159969276,90.90633636517124,FAMILY_OCCUPANCY,98F4A,True,False,False,False,False,False,False
95,7P1025,-71.08535100672503,42.36364594624792,90.90633636517124,DUAL__OCCUPANCY,98F4B,False,True,False,False,False,False,False
96,7P1026,-71.08533393784188,42.36367029280072,90.90633636517124,DUAL__OCCUPANCY,98F4C,False,True,False,False,False,False,False
97,7P1027,-71.08520682781241,42.36359131894105,90.90633636517124,TRIPLE_OCCUPANCY,98F4D,False,True,False,False,False,False,False
98,7P1028,-71.08517399818469,42.36357866058563,90.90633636517124,TRIPLE_OCCUPANCY,98F4E,False,True,False,False,False,False,False
99,7P1029,-71.08514116856989,42.36356600222049,90.90633636517124,TRIPLE_OCCUPANCY,98F4F,False,True,False,False,False,False,False
100,7P1030,-71.08510833896798,42.363553343845616,90.90633636517124,QUAD_OCCUPANCY,98F50,False,True,False,False,False,False,False
101,7P1031,-71.08507550937902,42.36354068546104,90.90633636517124,QUAD_OCCUPANCY,98F51,False,True,False,False,False,False,False
102,7P1032,-71.08504267980297,42.363528027066735,90.90633636517124,QUAD_OCCUPANCY,98F52,False,True,False,False,False,False,False
103,7P1033,-71.08500985023981,42.3635153686627,90.90633636517124,QUAD_OCCUPANCY,98F53,False,True,False,False,False,False,False
104,7P1034,-71.08519608586649,42.363309344011,90.90633636517124,TRIPLE_OCCUPANCY,98F54,False,True,False,False,False,False,False
105,7P1035,-71.08517901700853,42.3633336905414,90.90633636517124,TRIPLE_OCCUPANCY,98F55,False,True,False,False,False,False,False
106,7P1036,-71.08516194813765,42.36335803706943,90.90633636517124,TRIPLE_OCCUPANCY,98F56,False,True,False,False,False,False,False
107,7P1037,-71.08514487925387,42.36338238359511,90.90633636517124,QUAD_OCCUPANCY,98F57,False,True,False,False,False,False,False
108,7P1038,-71.08512781035718,42.36340673011844,90.90633636517124,QUAD_OCCUPANCY,98F58,False,True,False,False,False,False,False
109,7P1039,-71.08511074144755,42.36343107663942,90.90633636517124,QUAD_OCCUPANCY,98F59,False,True,False,False,False,False,False
110,7P1040,-71.08509367252502,42.36345542315807,90.90633636517124,QUAD_OCCUPANCY,98F5A,False,True,False,False,False,False,False
111,7P1041,-71.08552023081704,42.36346429000066,90.90633636517124,SINGLE_OCCUPANCY,98F5B,False,True,False,False,False,False,False
112,7P1042,-71.08548740119714,42.36345163173471,90.90633636517124,DUAL__OCCUPANCY,98F5C,False,True,False,False,False,False,False
113,7P1043,-71.08545457159016,42.36343897345905,90.90633636517124,DUAL__OCCUPANCY,98F5D,False,True,False,False,False,False,False
114,7P1044,-71.08542174199609,42.363426315173655,90.90633636517124,SINGLE_OCCUPANCY,98F5E,False,True,False,False,False,False,False
115,7P1045,-71.08538891241493,42.363413656878535,90.90633636517124,DUAL__OCCUPANCY,98F5F,False,True,False,False,False,False,False
116,7P1046,-71.0853560828467,42.363400998573695,90.90633636517124,DUAL__OCCUPANCY,98F60,False,True,False,False,False,False,False
117,7P1047,-71.08532325329136,42.36338834025914,90.90633636517124,DUAL__OCCUPANCY,98F61,False,True,False,False,False,False,False
118,7P1054,-71.08523965745306,42.36360397728673,90.90633636517124,SINGLE_OCCUPANCY,98F75,False,True,False,False,False,False,False
119,7P1055,-71.08529042374897,42.363375681934855,90.90633636517124,DUAL__OCCUPANCY,98F76,False,True,False,False,False,False,False
120,7P1056,-71.08470780035711,42.36323658052966,90.90633636517124,FAMILY_OCCUPANCY,9A0B7,True,False,False,False,False,False,False
121,7P1057,-71.0846907313262,42.363260926991295,90.90633636517124,FAMILY_OCCUPANCY,9A0B8,True,False,False,False,False,False,False
122,7P1058,-71.08467366228236,42.36328527345058,90.90633636517124,FAMILY_OCCUPANCY,9A0B9,True,False,False,False,False,False,False
123,7P1059,-71.0846565932256,42.36330961990752,90.90633636517124,FAMILY_OCCUPANCY,9A0BA,True,False,False,False,False,False,False
124,7P1060,-71.08463952415592,42.36333396636208,90.90633636517124,FAMILY_OCCUPANCY,9A0BB,True,False,False,False,False,False,False
125,7P1061,-71.08462245507333,42.36335831281433,90.90633636517124,DUAL__OCCUPANCY,9A0BC,False,True,False,False,False,False,False
126,7P1062,-71.08460538597782,42.36338265926422,90.90633636517124,DUAL__OCCUPANCY,9A0BD,False,True,False,False,False,False,False
127,7P1063,-71.08447827742384,42.36330368455979,90.90633636517124,TRIPLE_OCCUPANCY,9A0BE,False,True,False,False,False,False,False
128,7P1064,-71.08444544808631,42.36329102598854,90.90633636517124,TRIPLE_OCCUPANCY,9A0BF,False,True,False,False,False,False,False
129,7P1065,-71.0844126187617,42.36327836740755,90.90633636517124,TRIPLE_OCCUPANCY,9A0C0,False,True,False,False,False,False,False
130,7P1066,-71.08437978945001,42.36326570881684,90.90633636517124,QUAD_OCCUPANCY,9A0C1,False,True,False,False,False,False,False
131,7P1067,-71.08434696015124,42.363253050216414,90.90633636517124,QUAD_OCCUPANCY,9A0C2,False,True,False,False,False,False,False
132,7P1068,-71.08431413086537,42.36324039160626,90.90633636517124,QUAD_OCCUPANCY,9A0C3,False,True,False,False,False,False,False
133,7P1069,-71.08428130159243,42.36322773298639,90.90633636517124,QUAD_OCCUPANCY,9A0C4,False,True,False,False,False,False,False
134,7P1070,-71.08446753883571,42.36302170947565,90.90633636517124,TRIPLE_OCCUPANCY,9A0C5,False,True,False,False,False,False,False
135,7P1071,-71.08445046976541,42.36304605590311,90.90633636517124,TRIPLE_OCCUPANCY,9A0C6,False,True,False,False,False,False,False
136,7P1072,-71.08443340068222,42.36307040232822,90.90633636517124,TRIPLE_OCCUPANCY,9A0C7,False,True,False,False,False,False,False
137,7P1073,-71.0844163315861,42.363094748750974,90.90633636517124,QUAD_OCCUPANCY,9A0C8,False,True,False,False,False,False,False
138,7P1074,-71.08439926247706,42.363119095171385,90.90633636517124,QUAD_OCCUPANCY,9A0C9,False,True,False,False,False,False,False
139,7P1075,-71.08438219335511,42.36314344158944,90.90633636517124,QUAD_OCCUPANCY,9A0CA,False,True,False,False,False,False,False
140,7P1076,-71.08436512422024,42.363167788005136,90.90633636517124,QUAD_OCCUPANCY,9A0CB,False,True,False,False,False,False,False
141,7P1077,-71.08479168056914,42.3631766576055,90.90633636517124,SINGLE_OCCUPANCY,9A0CC,False,True,False,False,False,False,False
142,7P1078,-71.08475885123943,42.3631639991237,90.90633636517124,DUAL__OCCUPANCY,9A0CD,False,True,False,False,False,False,False
143,7P1079,-71.08472602192263,42.363151340632186,90.90633636517124,DUAL__OCCUPANCY,9A0CE,False,True,False,False,False,False,False
144,7P1080,-71.08469319261877,42.36313868213095,90.90633636517124,SINGLE_OCCUPANCY,9A0CF,False,True,False,False,False,False,False
145,7P1081,-71.0846603633278,42.36312602361999,90.90633636517124,DUAL__OCCUPANCY,9A0D0,False,True,False,False,False,False,False
146,7P1082,-71.08462753404976,42.363113365099295,90.90633636517124,DUAL__OCCUPANCY,9A0D1,False,True,False,False,False,False,False
147,7P1083,-71.08459470478464,42.36310070656889,90.90633636517124,DUAL__OCCUPANCY,9A0D2,False,True,False,False,False,False,False
148,7P1090,-71.08451110677429,42.36331634312136,90.90633636517124,SINGLE_OCCUPANCY,9A0E6,False,True,False,False,False,False,False
149,7P1091,-71.08456187553242,42.36308804802876,90.90633636517124,DUAL__OCCUPANCY,9A0E7,False,True,False,False,False,False,False
150,7P1092,-71.08423348659845,42.36397570676569,90.90633636517124,FAMILY_OCCUPANCY,9B228,True,False,False,False,False,False,False
151,7P1093,-71.08421641719261,42.36400005316213,90.90633636517124,FAMILY_OCCUPANCY,9B229,True,False,False,False,False,False,False
152,7P1094,-71.08419934777383,42.36402439955621,90.90633636517124,FAMILY_OCCUPANCY,9B22A,True,False,False,False,False,False,False
153,7P1095,-71.08418227834217,42.36404874594795,90.90633636517124,FAMILY_OCCUPANCY,9B22B,True,False,False,False,False,False,False
154,7P1096,-71.08416520889757,42.364073092337335,90.90633636517124,FAMILY_OCCUPANCY,9B22C,True,False,False,False,False,False,False
155,7P1097,-71.08414813944006,42.36409743872436,90.90633636517124,DUAL__OCCUPANCY,9B22D,False,True,False,False,False,False,False
156,7P1098,-71.08413106996964,42.36412178510904,90.90633636517124,DUAL__OCCUPANCY,9B22E,False,True,False,False,False,False,False
157,7P1099,-71.08400396046125,42.364042809907616,90.90633636517124,TRIPLE_OCCUPANCY,9B22F,False,True,False,False,False,False,False
158,7P1100,-71.08397113082259,42.36403015120832,90.90633636517124,TRIPLE_OCCUPANCY,9B230,False,True,False,False,False,False,False
159,7P1101,-71.08393830119685,42.3640174924993,90.90633636517124,TRIPLE_OCCUPANCY,9B231,False,True,False,False,False,False,False
160,7P1102,-71.08390547158402,42.36400483378057,90.90633636517124,QUAD_OCCUPANCY,9B232,False,True,False,False,False,False,False
161,7P1103,-71.08387264198412,42.3639921750521,90.90633636517124,QUAD_OCCUPANCY,9B233,False,True,False,False,False,False,False
162,7P1104,-71.08383981239712,42.363979516313925,90.90633636517124,QUAD_OCCUPANCY,9B234,False,True,False,False,False,False,False
163,7P1105,-71.08380698282303,42.363966857566034,90.90633636517124,QUAD_OCCUPANCY,9B235,False,True,False,False,False,False,False
164,7P1106,-71.08399322373612,42.36376083476933,90.90633636517124,TRIPLE_OCCUPANCY,9B236,False,True,False,False,False,False,False
165,7P1107,-71.0839761542909,42.36378518113159,90.90633636517124,TRIPLE_OCCUPANCY,9B237,False,True,False,False,False,False,False
166,7P1108,-71.08395908483278,42.36380952749148,90.90633636517124,TRIPLE_OCCUPANCY,9B238,False,True,False,False,False,False,False
167,7P1109,-71.08394201536174,42.36383387384903,90.90633636517124,QUAD_OCCUPANCY,9B239,False,True,False,False,False,False,False
168,7P1110,-71.0839249458778,42.36385822020424,90.90633636517124,QUAD_OCCUPANCY,9B23A,False,True,False,False,False,False,False
169,7P1111,-71.08390787638092,42.36388256655709,90.90633636517124,QUAD_OCCUPANCY,9B23B,False,True,False,False,False,False,False
170,7P1112,-71.08389080687112,42.3639069129076,90.90633636517124,QUAD_OCCUPANCY,9B23C,False,True,False,False,False,False,False
171,7P1113,-71.08431736823127,42.36391578416457,90.90633636517124,SINGLE_OCCUPANCY,9B23D,False,True,False,False,False,False,False
172,7P1114,-71.08428453860041,42.36390312555475,90.90633636517124,DUAL__OCCUPANCY,9B23E,False,True,False,False,False,False,False
173,7P1115,-71.08425170898249,42.3638904669352,90.90633636517124,DUAL__OCCUPANCY,9B23F,False,True,False,False,False,False,False
174,7P1116,-71.08421887937749,42.36387780830594,90.90633636517124,SINGLE_OCCUPANCY,9B240,False,True,False,False,False,False,False
175,7P1117,-71.08418604978539,42.36386514966694,90.90633636517124,DUAL__OCCUPANCY,9B241,False,True,False,False,False,False,False
176,7P1118,-71.08415322020622,42.36385249101823,90.90633636517124,DUAL__OCCUPANCY,9B242,False,True,False,False,False,False,False
177,7P1119,-71.08412039063995,42.36383983235981,90.90633636517124,DUAL__OCCUPANCY,9B243,False,True,False,False,False,False,False
178,7P1126,-71.08403679011283,42.36405546859718,90.90633636517124,SINGLE_OCCUPANCY,9B257,False,True,False,False,False,False,False
179,7P1127,-71.0840875610866,42.36382717369165,90.90633636517124,DUAL__OCCUPANCY,9B258,False,True,False,False,False,False,False
180,7P1128,-71.0849690446376,42.36426669142224,90.90633636517124,FAMILY_OCCUPANCY,9C399,True,False,False,False,False,False,False
181,7P1129,-71.084951975446,42.36429103792258,90.90633636517124,FAMILY_OCCUPANCY,9C39A,True,False,False,False,False,False,False
182,7P1130,-71.08493490624146,42.3643153844206,90.90633636517124,FAMILY_OCCUPANCY,9C39B,True,False,False,False,False,False,False
183,7P1131,-71.08491783702402,42.36433973091627,90.90633636517124,FAMILY_OCCUPANCY,9C39C,True,False,False,False,False,False,False
184,7P1132,-71.08490076779366,42.364364077409554,90.90633636517124,FAMILY_OCCUPANCY,9C39D,True,False,False,False,False,False,False
185,7P1133,-71.08488369855039,42.364388423900536,90.90633636517124,DUAL__OCCUPANCY,9C39E,False,True,False,False,False,False,False
186,7P1134,-71.08486662929418,42.36441277038913,90.90633636517124,DUAL__OCCUPANCY,9C39F,False,True,False,False,False,False,False
187,7P1135,-71.08473951829488,42.36433379604058,90.90633636517124,TRIPLE_OCCUPANCY,9C3A0,False,True,False,False,False,False,False
188,7P1136,-71.08470668836291,42.364321137559216,90.90633636517124,TRIPLE_OCCUPANCY,9C3A1,False,True,False,False,False,False,False
189,7P1137,-71.08467385844385,42.36430847906814,90.90633636517124,TRIPLE_OCCUPANCY,9C3A2,False,True,False,False,False,False,False
190,7P1138,-71.08464102853772,42.36429582056733,90.90633636517124,QUAD_OCCUPANCY,9C3A3,False,True,False,False,False,False,False
191,7P1139,-71.08460819864449,42.3642831620568,90.90633636517124,QUAD_OCCUPANCY,9C3A4,False,True,False,False,False,False,False
192,7P1140,-71.08457536876419,42.36427050353656,90.90633636517124,QUAD_OCCUPANCY,9C3A5,False,True,False,False,False,False,False
193,7P1141,-71.0845425388968,42.36425784500657,90.90633636517124,QUAD_OCCUPANCY,9C3A6,False,True,False,False,False,False,False
194,7P1142,-71.08472877817937,42.36405182105788,90.90633636517124,TRIPLE_OCCUPANCY,9C3A7,False,True,False,False,False,False,False
195,7P1143,-71.08471170894839,42.36407616752408,90.90633636517124,TRIPLE_OCCUPANCY,9C3A8,False,True,False,False,False,False,False
196,7P1144,-71.0846946397045,42.36410051398789,90.90633636517124,TRIPLE_OCCUPANCY,9C3A9,False,True,False,False,False,False,False
197,7P1145,-71.08467757044768,42.36412486044937,90.90633636517124,QUAD_OCCUPANCY,9C3AA,False,True,False,False,False,False,False
198,7P1146,-71.08466050117796,42.36414920690849,90.90633636517124,QUAD_OCCUPANCY,9C3AB,False,True,False,False,False,False,False
199,7P1147,-71.08464343189532,42.36417355336527,90.90633636517124,QUAD_OCCUPANCY,9C3AC,False,True,False,False,False,False,False
200,7P1148,-71.08462636259976,42.36419789981971,90.90633636517124,QUAD_OCCUPANCY,9C3AD,False,True,False,False,False,False,False
201,7P1149,-71.08505292592578,42.36420676829229,90.90633636517124,SINGLE_OCCUPANCY,9C3AE,False,True,False,False,False,False,False
202,7P1150,-71.08502009600163,42.36419410990038,90.90633636517124,DUAL__OCCUPANCY,9C3AF,False,True,False,False,False,False,False
203,7P1151,-71.0849872660904,42.364181451498766,90.90633636517124,DUAL__OCCUPANCY,9C3B0,False,True,False,False,False,False,False
204,7P1152,-71.08495443619208,42.36416879308743,90.90633636517124,SINGLE_OCCUPANCY,9C3B1,False,True,False,False,False,False,False
205,7P1153,-71.08492160630668,42.36415613466639,90.90633636517124,DUAL__OCCUPANCY,9C3B2,False,True,False,False,False,False,False
206,7P1154,-71.08488877643421,42.36414347623561,90.90633636517124,DUAL__OCCUPANCY,9C3B3,False,True,False,False,False,False,False
207,7P1155,-71.08485594657463,42.3641308177951,90.90633636517124,DUAL__OCCUPANCY,9C3B4,False,True,False,False,False,False,False
208,7P1162,-71.08477234823977,42.364346454512216,90.90633636517124,SINGLE_OCCUPANCY,9C3C8,False,True,False,False,False,False,False
209,7P1163,-71.08482311672799,42.36411815934487,90.90633636517124,DUAL__OCCUPANCY,9C3C9,False,True,False,False,False,False,False
210,7P1164,-71.08572372776193,42.36456410063936,90.90633636517124,FAMILY_OCCUPANCY,9D50A,True,False,False,False,False,False,False
211,7P1165,-71.08570665879041,42.36458844724636,90.90633636517124,FAMILY_OCCUPANCY,9D50B,True,False,False,False,False,False,False
212,7P1166,-71.08568958980598,42.364612793850974,90.90633636517124,FAMILY_OCCUPANCY,9D50C,True,False,False,False,False,False,False
