,lon,lat,z,type
114,-71.08627043314867,42.365206375991775,0.0,PARKS
115,-71.08627255861902,42.36527058668521,0.0,PARKS
116,-71.0862746840963,42.36533479737785,0.0,PARKS
117,-71.08627680958054,42.36539900806968,0.0,OFFICES
118,-71.0862789350717,42.365463218760695,0.0,OFFICES
119,-71.08628106056982,42.365527429450914,0.0,OFFICES
120,-71.08612562578115,42.363602777117656,0.0,BAR
121,-71.08612775098476,42.36366698783503,0.0,BAR
122,-71.08612987619532,42.36373119855161,0.0,BAR
123,-71.08613837710693,42.36398804140983,0.0,RESTAURANT
124,-71.08614050235218,42.36405225212236,0.0,RESTAURANT
125,-71.08614262760439,42.36411646283408,0.0,PARKS
126,-71.08614475286352,42.36418067354499,0.0,PARKS
127,-71.08615537926329,42.364501727087465,0.0,RESTAURANT
128,-71.08615750456407,42.364565937793536,0.0,RESTAURANT
129,-71.08615962987179,42.36463014849878,0.0,RESTAURANT
130,-71.08616813117204,42.36488699131174,0.0,BAR
131,-71.08617238186382,42.36501541271336,0.0,BAR
132,-71.08617663258336,42.36514383411175,0.0,PARKS
133,-71.08617875795353,42.365208044809734,0.0,PARKS
134,-71.08618088333064,42.36527225550691,0.0,PARKS
135,-71.08618300871471,42.36533646620327,0.0,OFFICES
136,-71.0861851341057,42.36540067689884,0.0,OFFICES
137,-71.08618725950363,42.36546488759359,0.0,OFFICES
138,-71.08618938490852,42.365529098287524,0.0,OFFICES
139,-71.08619151032033,42.36559330898066,0.0,OFFICES
140,-71.08619363573911,42.36565751967298,0.0,OFFICES
141,-71.08619788659745,42.36578594105521,0.0,OFFICES
142,-71.08620001203703,42.36585015174511,0.0,OFFICES
143,-71.08620213748355,42.3659143624342,0.0,OFFICES
144,-71.08603395290895,42.3636044457691,0.0,BAR
145,-71.08603607801935,42.36366865649022,0.0,BAR
146,-71.0860445785303,42.36392549936659,0.0,RESTAURANT
147,-71.0860467036754,42.36398971008366,0.0,RESTAURANT
148,-71.08605095398639,42.364118131515376,0.0,PARKS
149,-71.08606370508592,42.36450339579113,0.0,RESTAURANT
150,-71.08606583029348,42.36456760650094,0.0,RESTAURANT
151,-71.08606795550796,42.36463181720992,0.0,RESTAURANT
152,-71.08607008072939,42.36469602791812,0.0,BAR
153,-71.08607220595775,42.36476023862548,0.0,BAR
154,-71.0860764564353,42.364888660037806,0.0,BAR
155,-71.08607858168448,42.36495287074275,0.0,BAR
156,-71.0860807069406,42.36501708144688,0.0,BAR
157,-71.08608283220367,42.36508129215021,0.0,PARKS
158,-71.08608495747367,42.36514550285274,0.0,PARKS
159,-71.08608708275062,42.36520971355445,0.0,PARKS
160,-71.08608920803451,42.36527392425536,0.0,PARKS
161,-71.08609133332533,42.36533813495545,0.0,OFFICES
162,-71.0860934586231,42.36540234565475,0.0,OFFICES
163,-71.0860955839278,42.36546655635323,0.0,OFFICES
164,-71.08609770923945,42.36553076705089,0.0,OFFICES
165,-71.08609983455803,42.36559497774777,0.0,OFFICES
166,-71.08610195988356,42.36565918844383,0.0,OFFICES
167,-71.08610408521602,42.365723399139064,0.0,OFFICES
168,-71.08610621055543,42.365787609833504,0.0,OFFICES
169,-71.08610833590177,42.36585182052714,0.0,OFFICES
170,-71.08611046125506,42.36591603121997,0.0,OFFICES
171,-71.0861125866153,42.36598024191197,0.0,OFFICES
172,-71.08594015501875,42.36354190362163,0.0,BAR
173,-71.08594228002897,42.363606114347284,0.0,BAR
174,-71.08594440504615,42.363670325072135,0.0,BAR
175,-71.08595078013927,42.36386295724183,0.0,RESTAURANT
176,-71.0859529051842,42.36392716796343,0.0,RESTAURANT
177,-71.08595503023606,42.36399137868423,0.0,RESTAURANT
178,-71.08595715529485,42.36405558940423,0.0,PARKS
179,-71.0859592803606,42.36411980012341,0.0,PARKS
180,-71.08596565559945,42.36431243227613,0.0,PARKS
181,-71.08596778069295,42.36437664299209,0.0,PARKS
182,-71.08596990579339,42.36444085370723,0.0,RESTAURANT
183,-71.08597203090078,42.364505064421564,0.0,RESTAURANT
184,-71.08597415601508,42.3645692751351,0.0,RESTAURANT
185,-71.08597840626454,42.36469769655974,0.0,BAR
186,-71.08598053139967,42.36476190727083,0.0,BAR
187,-71.08598265654174,42.364826117981124,0.0,BAR
188,-71.08598478169077,42.36489032869061,0.0,BAR
189,-71.08598690684673,42.36495453939929,0.0,BAR
190,-71.08599115717945,42.36508296081421,0.0,PARKS
191,-71.08599328235623,42.365147171520476,0.0,PARKS
192,-71.08599540753994,42.36521138222592,0.0,PARKS
193,-71.08599753273059,42.36527559293056,0.0,PARKS
194,-71.08599965792818,42.36533980363438,0.0,OFFICES
195,-71.0860017831327,42.36540401433741,0.0,OFFICES
196,-71.08600390834418,42.36546822503961,0.0,OFFICES
197,-71.08600603356258,42.36553243574102,0.0,OFFICES
198,-71.08600815878795,42.365596646441624,0.0,OFFICES
199,-71.08601028402023,42.36566085714141,0.0,OFFICES
200,-71.08601240925947,42.36572506784038,0.0,OFFICES
201,-71.08601453450564,42.36578927853855,0.0,OFFICES
202,-71.08601665975874,42.36585348923591,0.0,OFFICES
203,-71.08601878501881,42.365917699932474,0.0,OFFICES
204,-71.08602091028578,42.36598191062822,0.0,OFFICES
205,-71.08584635731415,42.36347936139267,0.0,BAR
206,-71.08584848222421,42.36354357212286,0.0,BAR
207,-71.08585060714123,42.36360778285225,0.0,BAR
208,-71.08585273206516,42.36367199358083,0.0,BAR
209,-71.08585698193386,42.36380041503555,0.0,RESTAURANT
210,-71.08586123183031,42.36392883648704,0.0,RESTAURANT
211,-71.08586335678896,42.363993047211565,0.0,PARKS
212,-71.08586548175452,42.36405725793531,0.0,PARKS
213,-71.08587185669289,42.364249890101625,0.0,PARKS
214,-71.08587398168622,42.364314100822114,0.0,PARKS
215,-71.0858782316937,42.36444252226068,0.0,RESTAURANT
216,-71.08588035670785,42.36450673297874,0.0,RESTAURANT
217,-71.08588460675695,42.36463515441246,0.0,BAR
218,-71.08588673179192,42.364699365128104,0.0,BAR
219,-71.08588885683383,42.364763575842936,0.0,BAR
220,-71.08589098188267,42.36482778655696,0.0,BAR
221,-71.08589310693846,42.364891997270185,0.0,BAR
222,-71.08589523200118,42.364956207982594,0.0,BAR
223,-71.08589735707083,42.365020418694186,0.0,PARKS
224,-71.08589948214744,42.365084629404976,0.0,PARKS
225,-71.08590160723098,42.365148840114955,0.0,PARKS
226,-71.08590373232146,42.36521305082414,0.0,PARKS
227,-71.08590585741888,42.36527726153251,0.0,PARKS
228,-71.08590798252324,42.36534147224006,0.0,OFFICES
229,-71.08591010763455,42.365405682946815,0.0,OFFICES
230,-71.08591648301008,42.36559831506223,0.0,OFFICES
231,-71.08592285844807,42.36579094717035,0.0,OFFICES
232,-71.08592498360794,42.365855157871444,0.0,OFFICES
233,-71.08592710877475,42.36591936857174,0.0,OFFICES
234,-71.08592923394852,42.36598357927121,0.0,OFFICES
235,-71.08575468460506,42.36348102981692,0.0,BAR
236,-71.08575680942191,42.36354524055084,0.0,BAR
237,-71.08575893424569,42.36360945128394,0.0,BAR
238,-71.08576318391407,42.363737872747755,0.0,RESTAURANT
239,-71.08576530875865,42.36380208347845,0.0,RESTAURANT
240,-71.08576743361019,42.36386629420833,0.0,RESTAURANT
241,-71.08577168333407,42.363994715665676,0.0,PARKS
242,-71.08577380820643,42.36405892639313,0.0,PARKS
243,-71.0857801828651,42.36425155857063,0.0,PARKS
244,-71.0857823077652,42.36431576929486,0.0,PARKS
245,-71.08578655758622,42.36444419074088,0.0,RESTAURANT
246,-71.08578868250713,42.364508401462686,0.0,RESTAURANT
247,-71.08579293236978,42.364636822903854,0.0,BAR
248,-71.08579505731153,42.36470103362323,0.0,BAR
249,-71.0857971822602,42.36476524434179,0.0,BAR
250,-71.08579930721582,42.36482945505955,0.0,BAR
251,-71.08580143217837,42.364893665776506,0.0,BAR
252,-71.08580568212429,42.36502208720796,0.0,PARKS
253,-71.08580780710766,42.36508629792249,0.0,PARKS
254,-71.08580993209797,42.365150508636205,0.0,PARKS
255,-71.08581205709521,42.36521471934912,0.0,PARKS
256,-71.08581418209941,42.36527893006122,0.0,PARKS
257,-71.08581630711053,42.3653431407725,0.0,OFFICES
258,-71.08581843212859,42.36540735148299,0.0,OFFICES
259,-71.0858205571536,42.36547156219265,0.0,OFFICES
260,-71.08582268218555,42.36553577290152,0.0,OFFICES
261,-71.08582480722443,42.36559998360958,0.0,OFFICES
262,-71.0858311823827,42.3657926157289,0.0,OFFICES
263,-71.08566088717154,42.36341848742946,0.0,BAR
264,-71.08566301188822,42.363482698167914,0.0,BAR
265,-71.08566513661184,42.363546908905576,0.0,BAR
266,-71.08566726134238,42.363611119642414,0.0,BAR
267,-71.08566938607989,42.363675330378456,0.0,RESTAURANT
268,-71.08567151082431,42.363739541113674,0.0,RESTAURANT
269,-71.08567363557567,42.363803751848096,0.0,RESTAURANT
270,-71.08567576033398,42.36386796258171,0.0,RESTAURANT
271,-71.08567788509922,42.36393217331452,0.0,PARKS
272,-71.08568000987141,42.36399638404651,0.0,PARKS
273,-71.08568638422958,42.364189016237646,0.0,PARKS
274,-71.08568850902951,42.364253226966404,0.0,PARKS
275,-71.08569063383639,42.36431743769436,0.0,RESTAURANT
276,-71.08569275865021,42.364381648421514,0.0,RESTAURANT
277,-71.08569913313328,42.364574280598084,0.0,BAR
278,-71.08570125797485,42.364638491322,0.0,BAR
279,-71.08570338282335,42.36470270204511,0.0,BAR
280,-71.0857055076788,42.364766912767415,0.0,BAR
281,-71.08570763254117,42.3648311234889,0.0,BAR
282,-71.0857097574105,42.36489533420957,0.0,BAR
283,-71.08571188228674,42.36495954492944,0.0,BAR
284,-71.08571400716995,42.36502375564849,0.0,BAR
285,-71.08571825695718,42.3651521770842,0.0,PARKS
286,-71.0857203818612,42.36521638780084,0.0,PARKS
287,-71.08572250677214,42.36528059851668,0.0,PARKS
288,-71.08572463169004,42.365344809231686,0.0,OFFICES
289,-71.08572675661486,42.36540901994589,0.0,OFFICES
290,-71.08572888154664,42.365473230659305,0.0,OFFICES
291,-71.08573100648535,42.3655374413719,0.0,OFFICES
292,-71.085733131431,42.36560165208368,0.0,OFFICES
293,-71.08573738134311,42.365730073504835,0.0,OFFICES
294,-71.08573950630958,42.36579428421421,0.0,OFFICES
295,-71.08574163128297,42.36585849492276,0.0,OFFICES
296,-71.08574375626333,42.3659227056305,0.0,OFFICES
297,-71.08574588125062,42.36598691633744,0.0,OFFICES
298,-71.08556921454012,42.363420155703494,0.0,BAR
299,-71.08557133916358,42.36348436644569,0.0,BAR
300,-71.08557346379398,42.36354857718707,0.0,BAR
301,-71.08557771307557,42.363676998667415,0.0,RESTAURANT
302,-71.08557983772677,42.36374120940636,0.0,RESTAURANT
303,-71.08558196238491,42.363805420144516,0.0,RESTAURANT
304,-71.08558621172202,42.36393384161838,0.0,PARKS
305,-71.08559471047946,42.36419068455644,0.0,PARKS
306,-71.08559895989981,42.36431910602061,0.0,RESTAURANT
307,-71.08560108462041,42.3643833167515,0.0,RESTAURANT
308,-71.08560320934792,42.36444752748155,0.0,RESTAURANT
309,-71.08561170832739,42.36470437039375,0.0,BAR
310,-71.08561383308961,42.364768581119776,0.0,BAR
311,-71.08561595785875,42.36483279184498,0.0,BAR
312,-71.08561808263485,42.3648970025694,0.0,BAR
313,-71.08562020741788,42.36496121329301,0.0,BAR
314,-71.08562233220785,42.365025424015776,0.0,BAR
315,-71.08562445700476,42.36508963473777,0.0,BAR
316,-71.0856308314371,42.36528226689887,0.0,PARKS
317,-71.08563295626176,42.36534647761762,0.0,PARKS
318,-71.08563508109337,42.365410688335565,0.0,PARKS
319,-71.0856372059319,42.36547489905271,0.0,PARKS
320,-71.08563933077737,42.36553910976902,0.0,PARKS
321,-71.08564783022867,42.36579595262625,0.0,OFFICES
322,-71.08564995510883,42.36586016333854,0.0,OFFICES
323,-71.08565207999594,42.36592437405002,0.0,OFFICES
324,-71.08565420488999,42.365988584760686,0.0,OFFICES
325,-71.08547754190093,42.36342182390426,0.0,BAR
326,-71.08547966643117,42.363486034650194,0.0,BAR
327,-71.08548179096833,42.36355024539531,0.0,BAR
328,-71.08548391551243,42.363614456139615,0.0,RESTAURANT
329,-71.08548604006349,42.36367866688312,0.0,RESTAURANT
330,-71.08548816462145,42.3637428776258,0.0,RESTAURANT
331,-71.08549028918637,42.36380708836767,0.0,RESTAURANT
332,-71.08550091211502,42.364128142064956,0.0,PARKS
333,-71.08550303672156,42.364192352801986,0.0,PARKS
334,-71.08550516133504,42.36425656353822,0.0,RESTAURANT
335,-71.08550728595546,42.364320774273615,0.0,RESTAURANT
336,-71.08550941058282,42.364384985008236,0.0,RESTAURANT
337,-71.08551790916162,42.36464182793857,0.0,BAR
338,-71.08552003382366,42.36470603866914,0.0,BAR
339,-71.08552215849265,42.364770249398894,0.0,BAR
340,-71.08552428316857,42.36483446012784,0.0,BAR
341,-71.08552640785143,42.36489867085598,0.0,BAR
342,-71.08552853254122,42.36496288158331,0.0,BAR
343,-71.08553065723797,42.36502709230982,0.0,BAR
344,-71.08553278194164,42.36509130303554,0.0,BAR
345,-71.08553490665224,42.36515551376045,0.0,BAR
346,-71.0855370313698,42.36521972448454,0.0,HEALTH_CARE
347,-71.08554340556408,42.365412356651994,0.0,PARKS
348,-71.08554553030939,42.36547656737286,0.0,PARKS
349,-71.08554765506163,42.36554077809291,0.0,PARKS
350,-71.0855497798208,42.36560498881216,0.0,PARKS
351,-71.08555190458692,42.36566919953059,0.0,PARKS
352,-71.08555402935997,42.36573341024823,0.0,PARKS
353,-71.08555615413998,42.36579762096506,0.0,PARKS
354,-71.08555827892691,42.365861831681066,0.0,PARKS
355,-71.08556040372079,42.36592604239628,0.0,PARKS
356,-71.08556252852159,42.36599025311067,0.0,PARKS
357,-71.08538162040078,42.3632950705301,0.0,BAR
358,-71.0853837448239,42.36335928128136,0.0,BAR
359,-71.0853922425858,42.36361612427834,0.0,RESTAURANT
360,-71.0853943670436,42.36368033502558,0.0,RESTAURANT
361,-71.08539649150836,42.36374454577199,0.0,RESTAURANT
362,-71.08539861598005,42.3638087565176,0.0,PARKS
363,-71.08540074045868,42.3638729672624,0.0,PARKS
364,-71.08540711393618,42.36406559949196,0.0,PARKS
365,-71.08540923844257,42.36412981023353,0.0,PARKS
366,-71.08541348747613,42.36425823171424,0.0,RESTAURANT
367,-71.08541561200332,42.364322442453386,0.0,RESTAURANT
368,-71.08541773653745,42.36438665319172,0.0,RESTAURANT
369,-71.0854198610785,42.36445086392924,0.0,CAFE
370,-71.08542198562652,42.36451507466597,0.0,CAFE
371,-71.08542623474332,42.36464349613698,0.0,BAR
372,-71.08542835931216,42.36470770687127,0.0,BAR
373,-71.0854368576568,42.36496454980037,0.0,BAR
374,-71.08543898226029,42.36502876053062,0.0,BAR
375,-71.08544110687075,42.36509297126006,0.0,BAR
376,-71.08544535611243,42.36522139271653,0.0,HEALTH_CARE
377,-71.0854474807437,42.36528560344355,0.0,HEALTH_CARE
378,-71.08544960538188,42.365349814169754,0.0,HEALTH_CARE
379,-71.08545385467909,42.365478235619754,0.0,PARKS
380,-71.08545597933811,42.36554244634355,0.0,PARKS
381,-71.08545810400405,42.36560665706652,0.0,PARKS
382,-71.08546022867692,42.36567086778869,0.0,PARKS
383,-71.08546235335675,42.36573507851005,0.0,PARKS
384,-71.0854644780435,42.3657992892306,0.0,PARKS
385,-71.0854666027372,42.36586349995035,0.0,PARKS
386,-71.08546872743784,42.36592771066929,0.0,PARKS
387,-71.08528994793248,42.36329673857694,0.0,BAR
388,-71.08529207226238,42.363360949331934,0.0,BAR
389,-71.08530056965137,42.36361779234383,0.0,RESTAURANT
390,-71.08530269401597,42.36368200309479,0.0,RESTAURANT
391,-71.08530694276595,42.36381042459428,0.0,PARKS
392,-71.08530906715136,42.36387463534281,0.0,PARKS
393,-71.08531968918243,42.36419568907334,0.0,RESTAURANT
394,-71.08532181360945,42.36425989981703,0.0,RESTAURANT
395,-71.0853239380434,42.364324110559885,0.0,RESTAURANT
396,-71.08532818693214,42.36445253204322,0.0,CAFE
397,-71.08533031138691,42.36451674278367,0.0,CAFE
398,-71.08533243584863,42.364580953523316,0.0,CAFE
399,-71.08533880927538,42.36477358573738,0.0,CAFE
400,-71.08534093376485,42.36483779647378,0.0,CAFE
401,-71.08534305826124,42.36490200720939,0.0,CAFE
402,-71.08535155631621,42.3651588501437,0.0,HEALTH_CARE
403,-71.08535368084729,42.36522306087526,0.0,HEALTH_CARE
404,-71.08535580538532,42.36528727160601,0.0,HEALTH_CARE
405,-71.08535792993028,42.36535148233594,0.0,HEALTH_CARE
406,-71.08536005448218,42.365415693065074,0.0,HEALTH_CARE
407,-71.08536217904101,42.36547990379341,0.0,HEALTH_CARE
408,-71.08536642817951,42.36560832524763,0.0,PARKS
409,-71.08536855275915,42.36567253597353,0.0,PARKS
410,-71.08537067734574,42.365736746698616,0.0,PARKS
411,-71.08537280193926,42.365800957422906,0.0,PARKS
412,-71.08537492653971,42.36586516814638,0.0,PARKS
413,-71.08537705114713,42.365929378869055,0.0,PARKS
414,-71.08519615122667,42.36323419579099,0.0,BAR
415,-71.0851982754564,42.36329840655054,0.0,BAR
416,-71.08520677244476,42.36355524958059,0.0,RESTAURANT
417,-71.08520889670919,42.36361946033607,0.0,RESTAURANT
418,-71.08521102098055,42.363683671090776,0.0,RESTAURANT
419,-71.08521314525885,42.363747881844645,0.0,PARKS
420,-71.0852152695441,42.36381209259771,0.0,PARKS
421,-71.08522164244143,42.364004724852066,0.0,PARKS
422,-71.08522376675442,42.36406893560191,0.0,PARKS
423,-71.08522589107433,42.36413314635094,0.0,RESTAURANT
424,-71.08522801540119,42.36419735709915,0.0,RESTAURANT
425,-71.08523013973499,42.36426156784656,0.0,RESTAURANT
426,-71.08523226407573,42.364325778593155,0.0,RESTAURANT
427,-71.0852343884234,42.36438998933897,0.0,CAFE
428,-71.08523651277801,42.36445420008395,0.0,CAFE
429,-71.08523863713954,42.364518410828126,0.0,CAFE
430,-71.08524288588345,42.36464683231406,0.0,PARKS
431,-71.0852450102658,42.36471104305582,0.0,CAFE
432,-71.08524713465509,42.364775253796765,0.0,CAFE
433,-71.08524925905132,42.3648394645369,0.0,CAFE
434,-71.08525138345449,42.36490367527622,0.0,CAFE
435,-71.08525350786459,42.36496788601475,0.0,CAFE
436,-71.08525563228163,42.36503209675244,0.0,CAFE
437,-71.08525988113654,42.36516051822545,0.0,HEALTH_CARE
438,-71.08526200557438,42.36522472896074,0.0,HEALTH_CARE
439,-71.08526413001917,42.36528893969522,0.0,HEALTH_CARE
440,-71.0852662544709,42.36535315042889,0.0,HEALTH_CARE
441,-71.08526837892957,42.36541736116175,0.0,HEALTH_CARE
442,-71.08527050339517,42.3654815718938,0.0,HEALTH_CARE
443,-71.0852726278677,42.36554578262505,0.0,HEALTH_CARE
444,-71.08527475234717,42.36560999335549,0.0,HEALTH_CARE
445,-71.08527900132695,42.36573841481394,0.0,PARKS
446,-71.08528112582725,42.36580262554196,0.0,PARKS
447,-71.08528325033447,42.36586683626916,0.0,PARKS
448,-71.08528537484864,42.365931046995556,0.0,PARKS
449,-71.08510447883604,42.36323586368762,0.0,BAR
450,-71.08510660297256,42.36330007445088,0.0,BAR
451,-71.08510872711602,42.363364285213336,0.0,BAR
452,-71.08511297542374,42.36349270673583,0.0,RESTAURANT
453,-71.08511722375923,42.363621128255076,0.0,RESTAURANT
454,-71.08512147212242,42.3637495497711,0.0,PARKS
455,-71.08512572051339,42.36387797128389,0.0,PARKS
456,-71.0851299689321,42.36400639279344,0.0,PARKS
457,-71.08513421737855,42.36413481429977,0.0,RESTAURANT
458,-71.0851363416122,42.36419902505171,0.0,RESTAURANT
459,-71.08513846585275,42.36426323580285,0.0,RESTAURANT
460,-71.0851427143547,42.364391657302725,0.0,CAFE
461,-71.08514483861607,42.36445586805142,0.0,CAFE
462,-71.0851469628844,42.36452007879934,0.0,CAFE
463,-71.08514908715965,42.36458428954644,0.0,PARKS
464,-71.08515121144183,42.36464850029274,0.0,PARKS
465,-71.08515333573095,42.36471271103821,0.0,PARKS
466,-71.08515546002701,42.36477692178289,0.0,PARKS
467,-71.08515758433002,42.364841132526756,0.0,CAFE
468,-71.08515970863996,42.36490534326982,0.0,CAFE
469,-71.08516183295683,42.36496955401206,0.0,CAFE
470,-71.08516395728064,42.3650337647535,0.0,CAFE
471,-71.08516820594906,42.36516218623396,0.0,HEALTH_CARE
472,-71.08517033029369,42.36522639697297,0.0,HEALTH_CARE
473,-71.08517245464525,42.36529060771119,0.0,HEALTH_CARE
474,-71.08517457900373,42.36535481844859,0.0,HEALTH_CARE
475,-71.08517670336917,42.36541902918517,0.0,HEALTH_CARE
476,-71.08517882774154,42.365483239920955,0.0,HEALTH_CARE
477,-71.08518095212084,42.365547450655924,0.0,HEALTH_CARE
478,-71.08518307650709,42.365611661390105,0.0,HEALTH_CARE
479,-71.08518520090027,42.36567587212346,0.0,HEALTH_CARE
480,-71.08519157412142,42.3658685043187,0.0,PARKS
481,-71.08519369854235,42.365932715048814,0.0,PARKS
482,-71.08501068240128,42.36317332074321,0.0,BAR
483,-71.08501280643763,42.363237531511,0.0,BAR
484,-71.08501493048094,42.36330174227801,0.0,BAR
485,-71.08501705453116,42.36336595304418,0.0,BAR
486,-71.08501917858834,42.363430163809554,0.0,RESTAURANT
487,-71.08502130265245,42.363494374574124,0.0,RESTAURANT
